品番,商品名_JA,商品名_KO,用途_JA,メリット_JA,用途_KO,メリット_KO,韓国眼鏡店への販売価格（KRW）,通貨,入数,カタログ参照,画像ファイル名,商品ページURL
6300,ドライバーセット(ツールスタンド付),드라이버세트(스탠드포함),ネジ調整,日常修理をスムーズにしやすい,나사 조정,일상 수리를 원활하게 하기 쉬움,608600,KRW,,カタログP.156,6300_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=6300
7110,ウラブタ締め器,뒷뚜껑 압착기,腕時計の分解・調整,細かな時計作業を安定させやすい,손목시계 분해 및 조정,세밀한 시계 작업을 안정시키기 쉬움,493000,KRW,,カタログP.244,7110_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=7110
15700,キズ見 2.5,2.5,腕時計の分解・調整,細かな時計作業を安定させやすい,손목시계 분해 및 조정,세밀한 시계 작업을 안정시키기 쉬움,15600,KRW,,カタログP.244,15700_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=15700
17620,メガネキズ見2.5,안경 2.5,腕時計の分解・調整,細かな時計作業を安定させやすい,손목시계 분해 및 조정,세밀한 시계 작업을 안정시키기 쉬움,58700,KRW,,カタログP.244,17620_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=17620
18800,薄型コジ明け(B),(B),腕時計の分解・調整,細かな時計作業を安定させやすい,손목시계 분해 및 조정,세밀한 시계 작업을 안정시키기 쉬움,14500,KRW,,カタログP.244,18800_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=18800
19400,側開器,측면 오프너,腕時計の分解・調整,細かな時計作業を安定させやすい,손목시계 분해 및 조정,세밀한 시계 작업을 안정시키기 쉬움,103700,KRW,,カタログP.244,19400_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=19400
19500,保持器,홀더,腕時計の分解・調整,細かな時計作業を安定させやすい,손목시계 분해 및 조정,세밀한 시계 작업을 안정시키기 쉬움,93800,KRW,,カタログP.244,19500_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=19500
19600,万能保持器,홀더,腕時計の分解・調整,細かな時計作業を安定させやすい,손목시계 분해 및 조정,세밀한 시계 작업을 안정시키기 쉬움,134900,KRW,,カタログP.244,19600_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=19600
46000,バネ棒用工具,스프링 공구,腕時計の分解・調整,細かな時計作業を安定させやすい,손목시계 분해 및 조정,세밀한 시계 작업을 안정시키기 쉬움,14500,KRW,,カタログP.244,46000_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=46000
46001,バネ棒用工具替え先セット,스프링 공구 세트,腕時計の分解・調整,細かな時計作業を安定させやすい,손목시계 분해 및 조정,세밀한 시계 작업을 안정시키기 쉬움,8400,KRW,,カタログP.244,46001_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=46001
73301,テナックス,테낙스,ナイロール・溝まわり調整,レンズ保持を安定させやすい,나일론 림·홈 주변 조정,렌즈 고정을 안정시키기 쉬움,17000,KRW,,"カタログP.59,265",73301_1.png,https://www.san-nishimura.co.jp/product/item/%e3%83%86%e3%83%8a%e3%83%83%e3%82%af%e3%82%b9/
AG-5EX,自動溝堀機EX型,EX,レンズ・フレーム加工,加工精度や仕上がりをそろえやすい,렌즈 및 프레임 가공,가공 정밀도와 마감을 일정하게 하기 쉬움,2312000,KRW,,カタログP.238,AG-5EX_1.jpg,https://www.san-nishimura.co.jp/product/item/%e8%87%aa%e5%8b%95%e6%ba%9d%e5%a0%80%e6%a9%9f-ex%e5%9e%8b/
AG-5-11,丸ベルト,원형,機器部品交換・補修,機器を使い続けやすい,장비 부품 교체 및 보수,장비를 계속 사용하기 쉬움,22100,KRW,,カタログP.238,AG-5-11_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=AG-5-11
AP-2,オートポリッシャー,오토 폴리셔,研磨・艶出し,キズやくすみを整えやすい,연마 및 광택 마감,흠집과 칙칙함을 정돈하기 쉬움,4182000,KRW,,カタログP.237,AP-2_1.jpg,https://www.san-nishimura.co.jp/product/item/%e3%82%aa%e3%83%bc%e3%83%88%e3%83%9d%e3%83%aa%e3%83%83%e3%82%b7%e3%83%a3%e3%83%bc/
AP-2-2,バフホイルAP-80,버프 AP-80,研磨・艶出し,キズやくすみを整えやすい,연마 및 광택 마감,흠집과 칙칙함을 정돈하기 쉬움,49300,KRW,,カタログP.237,,https://www.san-nishimura.co.jp/product/item/?key_word=AP-2-2
AP-2-3,ポリッシングスティック,폴리싱 스틱,研磨・艶出し,キズやくすみを整えやすい,연마 및 광택 마감,흠집과 칙칙함을 정돈하기 쉬움,27200,KRW,,カタログP.237,,https://www.san-nishimura.co.jp/product/item/?key_word=AP-2-3
CL100-A,クリップオングラス (ライトスモーク),클립온 안경 (라이트),まぶしさ対策,必要な時だけ装着しやすい,눈부심 대책,필요할 때만 장착하기 쉬움,29300,KRW,,,CL100-A_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=CL100-A
CL100-B,クリップオングラス (スモーク),클립온 안경 (),まぶしさ対策,必要な時だけ装着しやすい,눈부심 대책,필요할 때만 장착하기 쉬움,29300,KRW,,,CL100-B_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=CL100-B
CL100-C,クリップオングラス (ダークスモーク),클립온 안경 (),まぶしさ対策,必要な時だけ装着しやすい,눈부심 대책,필요할 때만 장착하기 쉬움,29300,KRW,,,CL100-C_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=CL100-C
CL100-D,クリップオングラス (ライトブラウン),클립온 안경 (라이트브라운),まぶしさ対策,必要な時だけ装着しやすい,눈부심 대책,필요할 때만 장착하기 쉬움,29300,KRW,,,CL100-D_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=CL100-D
CL100-E,クリップオングラス (ブラウン),클립온 안경 (브라운),まぶしさ対策,必要な時だけ装着しやすい,눈부심 대책,필요할 때만 장착하기 쉬움,29300,KRW,,,CL100-E_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=CL100-E
CL100-F,クリップオングラス (ダークブラウン),클립온 안경 (브라운),まぶしさ対策,必要な時だけ装着しやすい,눈부심 대책,필요할 때만 장착하기 쉬움,29300,KRW,,,CL100-F_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=CL100-F
CL200-A,クリップオングラス (ライトスモーク),클립온 안경 (라이트),まぶしさ対策,必要な時だけ装着しやすい,눈부심 대책,필요할 때만 장착하기 쉬움,29300,KRW,,,CL200-A_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=CL200-A
CL200-B,クリップオングラス (スモーク),클립온 안경 (),まぶしさ対策,必要な時だけ装着しやすい,눈부심 대책,필요할 때만 장착하기 쉬움,29300,KRW,,,CL200-B_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=CL200-B
CL200-C,クリップオングラス (ダークスモーク),클립온 안경 (),まぶしさ対策,必要な時だけ装着しやすい,눈부심 대책,필요할 때만 장착하기 쉬움,29300,KRW,,,CL200-C_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=CL200-C
CL200-D,クリップオングラス (ライトブラウン),클립온 안경 (라이트브라운),まぶしさ対策,必要な時だけ装着しやすい,눈부심 대책,필요할 때만 장착하기 쉬움,29300,KRW,,,CL200-D_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=CL200-D
CL200-E,クリップオングラス (ブラウン),클립온 안경 (브라운),まぶしさ対策,必要な時だけ装着しやすい,눈부심 대책,필요할 때만 장착하기 쉬움,29300,KRW,,,CL200-E_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=CL200-E
CL200-F,クリップオングラス (ダークブラウン),클립온 안경 (브라운),まぶしさ対策,必要な時だけ装着しやすい,눈부심 대책,필요할 때만 장착하기 쉬움,29300,KRW,,,CL200-F_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=CL200-F
CL300-A,クリップオングラス (ライトスモーク),클립온 안경 (라이트),まぶしさ対策,必要な時だけ装着しやすい,눈부심 대책,필요할 때만 장착하기 쉬움,29300,KRW,,,CL300-A_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=CL300-A
CL300-B,クリップオングラス (スモーク),클립온 안경 (),まぶしさ対策,必要な時だけ装着しやすい,눈부심 대책,필요할 때만 장착하기 쉬움,29300,KRW,,,CL300-B_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=CL300-B
CL300-C,クリップオングラス (ダークスモーク),클립온 안경 (),まぶしさ対策,必要な時だけ装着しやすい,눈부심 대책,필요할 때만 장착하기 쉬움,29300,KRW,,,CL300-C_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=CL300-C
CL300-D,クリップオングラス (ライトブラウン),클립온 안경 (라이트브라운),まぶしさ対策,必要な時だけ装着しやすい,눈부심 대책,필요할 때만 장착하기 쉬움,29300,KRW,,,CL300-D_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=CL300-D
CL300-E,クリップオングラス (ブラウン),클립온 안경 (브라운),まぶしさ対策,必要な時だけ装着しやすい,눈부심 대책,필요할 때만 장착하기 쉬움,29300,KRW,,,CL300-E_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=CL300-E
CL300-F,クリップオングラス (ダークブラウン),클립온 안경 (브라운),まぶしさ対策,必要な時だけ装着しやすい,눈부심 대책,필요할 때만 장착하기 쉬움,29300,KRW,,,CL300-F_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=CL300-F
CL400-A,クリップオングラス (ライトスモーク),클립온 안경 (라이트),まぶしさ対策,必要な時だけ装着しやすい,눈부심 대책,필요할 때만 장착하기 쉬움,29300,KRW,,,CL400-A_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=CL400-A
CL400-B,クリップオングラス (スモーク),클립온 안경 (),まぶしさ対策,必要な時だけ装着しやすい,눈부심 대책,필요할 때만 장착하기 쉬움,29300,KRW,,,CL400-B_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=CL400-B
CL400-C,クリップオングラス (ダークスモーク),클립온 안경 (),まぶしさ対策,必要な時だけ装着しやすい,눈부심 대책,필요할 때만 장착하기 쉬움,29300,KRW,,,CL400-C_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=CL400-C
CL400-D,クリップオングラス (ライトブラウン),클립온 안경 (라이트브라운),まぶしさ対策,必要な時だけ装着しやすい,눈부심 대책,필요할 때만 장착하기 쉬움,29300,KRW,,,CL400-D_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=CL400-D
CL400-E,クリップオングラス (ブラウン),클립온 안경 (브라운),まぶしさ対策,必要な時だけ装着しやすい,눈부심 대책,필요할 때만 장착하기 쉬움,29300,KRW,,,CL400-E_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=CL400-E
CL400-F,クリップオングラス (ダークブラウン),클립온 안경 (브라운),まぶしさ対策,必要な時だけ装着しやすい,눈부심 대책,필요할 때만 장착하기 쉬움,29300,KRW,,,CL400-F_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=CL400-F
CL500-A,クリップオングラス (ライトスモーク),클립온 안경 (라이트),まぶしさ対策,必要な時だけ装着しやすい,눈부심 대책,필요할 때만 장착하기 쉬움,29300,KRW,,,CL500-A_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=CL500-A
CL500-B,クリップオングラス (スモーク),클립온 안경 (),まぶしさ対策,必要な時だけ装着しやすい,눈부심 대책,필요할 때만 장착하기 쉬움,29300,KRW,,,CL500-B_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=CL500-B
CL500-C,クリップオングラス (ダークスモーク),클립온 안경 (),まぶしさ対策,必要な時だけ装着しやすい,눈부심 대책,필요할 때만 장착하기 쉬움,29300,KRW,,,CL500-C_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=CL500-C
CL500-D,クリップオングラス (ライトブラウン),클립온 안경 (라이트브라운),まぶしさ対策,必要な時だけ装着しやすい,눈부심 대책,필요할 때만 장착하기 쉬움,29300,KRW,,,CL500-D_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=CL500-D
CL500-E,クリップオングラス (ブラウン),클립온 안경 (브라운),まぶしさ対策,必要な時だけ装着しやすい,눈부심 대책,필요할 때만 장착하기 쉬움,29300,KRW,,,CL500-E_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=CL500-E
CL500-F,クリップオングラス (ダークブラウン),클립온 안경 (브라운),まぶしさ対策,必要な時だけ装着しやすい,눈부심 대책,필요할 때만 장착하기 쉬움,29300,KRW,,,CL500-F_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=CL500-F
CL600-A,クリップオングラス (ライトスモーク),클립온 안경 (라이트),まぶしさ対策,必要な時だけ装着しやすい,눈부심 대책,필요할 때만 장착하기 쉬움,29300,KRW,,,CL600-A_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=CL600-A
CL600-B,クリップオングラス (スモーク),클립온 안경 (),まぶしさ対策,必要な時だけ装着しやすい,눈부심 대책,필요할 때만 장착하기 쉬움,29300,KRW,,,CL600-B_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=CL600-B
CL600-C,クリップオングラス (ダークスモーク),클립온 안경 (),まぶしさ対策,必要な時だけ装着しやすい,눈부심 대책,필요할 때만 장착하기 쉬움,29300,KRW,,,CL600-C_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=CL600-C
CL600-E,クリップオングラス (ブラウン),클립온 안경 (브라운),まぶしさ対策,必要な時だけ装着しやすい,눈부심 대책,필요할 때만 장착하기 쉬움,29300,KRW,,,CL600-E_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=CL600-E
CL600-F,クリップオングラス (ダークブラウン),클립온 안경 (브라운),まぶしさ対策,必要な時だけ装着しやすい,눈부심 대책,필요할 때만 장착하기 쉬움,29300,KRW,,,CL600-F_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=CL600-F
D141-778-CG-A,Dシリーズチタンプレミアムパッド(シャンパンゴールド×ブラック),D시리즈티타늄 프리미엄코받침(골드×블랙),鼻パッド交換・調整,当たりと掛け心地を整えやすい,코패드 교체 및 조정,맞닿는 느낌과 착용감을 조정하기 쉬움,9200,KRW,,,D141-778-CG-A_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=D141-778-CG-A
D141-778-CG-B,Dシリーズチタンプレミアムパッド(シャンパンゴールド×ブラウン),D시리즈티타늄 프리미엄코받침(골드×브라운),鼻パッド交換・調整,当たりと掛け心地を整えやすい,코패드 교체 및 조정,맞닿는 느낌과 착용감을 조정하기 쉬움,9200,KRW,,,D141-778-CG-B_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=D141-778-CG-B
D141-778-S-A,Dシリーズチタンプレミアムパッド(シルバー×ブラック),D시리즈티타늄 프리미엄코받침(실버×블랙),鼻パッド交換・調整,当たりと掛け心地を整えやすい,코패드 교체 및 조정,맞닿는 느낌과 착용감을 조정하기 쉬움,9200,KRW,,,D141-778-S-A_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=D141-778-S-A
D141-778-S-B,Dシリーズチタンプレミアムパッド(シルバー×ブラウン),D시리즈티타늄 프리미엄코받침(실버×브라운),鼻パッド交換・調整,当たりと掛け心地を整えやすい,코패드 교체 및 조정,맞닿는 느낌과 착용감을 조정하기 쉬움,9200,KRW,,,D141-778-S-B_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=D141-778-S-B
D141-779-CG-A,Dシリーズチタンプレミアムパッド(シャンパンゴールド×ブラック),D시리즈티타늄 프리미엄코받침(골드×블랙),鼻パッド交換・調整,当たりと掛け心地を整えやすい,코패드 교체 및 조정,맞닿는 느낌과 착용감을 조정하기 쉬움,9200,KRW,,,D141-779-CG-A_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=D141-779-CG-A
D141-779-CG-B,Dシリーズチタンプレミアムパッド(シャンパンゴールド×ブラウン),D시리즈티타늄 프리미엄코받침(골드×브라운),鼻パッド交換・調整,当たりと掛け心地を整えやすい,코패드 교체 및 조정,맞닿는 느낌과 착용감을 조정하기 쉬움,9200,KRW,,,D141-779-CG-B_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=D141-779-CG-B
D141-779-BK-A,Dシリーズチタンプレミアムパッド(ブラック×ブラック),D시리즈티타늄 프리미엄코받침(블랙×블랙),鼻パッド交換・調整,当たりと掛け心地を整えやすい,코패드 교체 및 조정,맞닿는 느낌과 착용감을 조정하기 쉬움,9200,KRW,,,D141-779-BK-A_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=D141-779-BK-A
D141-779-BK-B,Dシリーズチタンプレミアムパッド(ブラック×ブラウン),D시리즈티타늄 프리미엄코받침(블랙×브라운),鼻パッド交換・調整,当たりと掛け心地を整えやすい,코패드 교체 및 조정,맞닿는 느낌과 착용감을 조정하기 쉬움,9200,KRW,,,D141-779-BK-B_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=D141-779-BK-B
D141-779-RW-A,Dシリーズチタンプレミアムパッド(ベースメタル×ブラック),D시리즈티타늄 프리미엄코받침(메탈×블랙),鼻パッド交換・調整,当たりと掛け心地を整えやすい,코패드 교체 및 조정,맞닿는 느낌과 착용감을 조정하기 쉬움,9200,KRW,,,D141-779-RW-A_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=D141-779-RW-A
D141-779-RW-B,Dシリーズチタンプレミアムパッド(ベースメタル×ブラウン),D시리즈티타늄 프리미엄코받침(메탈×브라운),鼻パッド交換・調整,当たりと掛け心地を整えやすい,코패드 교체 및 조정,맞닿는 느낌과 착용감을 조정하기 쉬움,9200,KRW,,,D141-779-RW-B_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=D141-779-RW-B
DM-3,レンズ穴明機,렌즈,穴あけ・穴調整,穴径や位置を整えやすい,구멍 가공 및 조정,구멍 크기와 위치를 맞추기 쉬움,1921000,KRW,,カタログP.237,DM-3_1.jpg,https://www.san-nishimura.co.jp/product/item/%e3%83%ac%e3%83%b3%e3%82%ba%e7%a9%b4%e6%98%8e%e6%a9%9f/
DM-5,レンズ穴明機,렌즈,穴あけ・穴調整,穴径や位置を整えやすい,구멍 가공 및 조정,구멍 크기와 위치를 맞추기 쉬움,1870000,KRW,,カタログP.237,DM-5_1.jpg,https://www.san-nishimura.co.jp/product/item/%e3%83%ac%e3%83%b3%e3%82%ba%e7%a9%b4%e6%98%8e%e6%a9%9f-2/
DM-50,デジドリル,드릴,穴あけ・穴調整,穴径や位置を整えやすい,구멍 가공 및 조정,구멍 크기와 위치를 맞추기 쉬움,6120000,KRW,,カタログP.238,DM-50_1.jpg,https://www.san-nishimura.co.jp/product/item/%e3%83%87%e3%82%b8%e3%83%89%e3%83%aa%e3%83%ab/
E110910,繰出しルーペ 10x 23mm径,확대경 10x 23mm,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,69400,KRW,,,E110910_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E110910
E1124110,アイルーペ10x 25mm径,확대경10x 25mm,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,45900,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E1124110
E11243,アイルーペ3x 25mm径,확대경3x 25mm,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,35700,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E11243
E11245,アイルーペ5x 25mm径,확대경5x 25mm,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,38800,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E11245
E11247,アイルーペ7x 25mm径,확대경7x 25mm,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,43900,KRW,,,E11247_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E11247
E1130,ダイヤモンドルーペ15x 13mm径,다이아몬드확대경15x 13mm,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,60200,KRW,,,E1130_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E1130
E1154,ライトグリップLED,라이트그립LED,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,192800,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E1154
E115201,スケール(ドッキングスケールルーペ用),(확대경),拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,74500,KRW,,,E115201_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E115201
E115202,スケール(ドッキングスケールルーペ用),(확대경),拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,74500,KRW,,,E115202_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E115202
E115203,スケール(ドッキングスケールルーペ用),(확대경),拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,74500,KRW,,,E115203_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E115203
E115204,スケール(ドッキングスケールルーペ用),(확대경),拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,74500,KRW,,,E115204_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E115204
E1153,ワイドスタンドルーペ8x 25mm径,와이드스탠드확대경8x 25mm,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,60200,KRW,,,E1153_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E1153
E115410,スケールルーペ10x(1152-01付)視度調節可,확대경10x(1152-01포함),拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,280500,KRW,,,E115410_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E115410
E11547,スケールルーペ7x(1152-01付)視度調節可,확대경7x(1152-01포함),拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,263200,KRW,,,E11547_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E11547
E117610,精密繰出しルーペ10x 21mm径,확대경10x 21mm,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,118300,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E117610
E117612,精密繰出しルーペ12x 15mm径,확대경12x 15mm,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,138700,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E117612
E11766,精密繰出しルーペ6x 21mm径,확대경6x 21mm,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,106100,KRW,,,E11766_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E11766
E11768,精密繰出しルーペ8x 21mm径,확대경8x 21mm,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,112200,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E11768
E118210,フォールディングルーペ10x 23mm径,확대경10x 23mm,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,126500,KRW,,,E118210_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E118210
E118410,精密繰出しルーペ10x 15mm径,확대경10x 15mm,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,211100,KRW,,,E118410_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E118410
E118420,精密繰出しルーペ20x 17mm径,확대경20x 17mm,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,235600,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E118420
E11869,フォールディングルーペ3x+6x=9x 23mm径,확대경3x+6x=9x 23mm,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,219300,KRW,,,E11869_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E11869
E1187,精密繰出しルーペ4x+6x=10x 27mm径,확대경4x+6x=10x 27mm,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,162200,KRW,,,E1187_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E1187
E1255,精密リネンテスター10x 12mm径,10x 12mm,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,74500,KRW,,,E1255_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E1255
E1256,精密リネンテスター8x 15mm径,8x 15mm,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,78500,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E1256
E1258,精密リネンテスター6x 20mm径,6x 20mm,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,101000,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E1258
E1259,精密リネンテスター5x 28mm径,5x 28mm,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,129500,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E1259
E1270,エコノミック・リネンテスター5x 28mm径,5x 28mm,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,37700,KRW,,,E1270_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E1270
E1271,エコノミック・リネンテスター10x 12mm径,10x 12mm,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,33700,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E1271
E1272,エコノミック・リネンテスター8x 16mm径,8x 16mm,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,34700,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=E1272
E1420,デスクトップルーペ1.8x 65mm,확대경1.8x 65mm,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,133600,KRW,,,E1420_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E1420
E1421,デスクトップルーペ1.8x 65mm 黒枠付き,확대경1.8x 65mm 포함,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,147900,KRW,,,E1421_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E1421
E1424,デスクトップルーペ1.8x 45mm,확대경1.8x 45mm,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,78500,KRW,,,E1424_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E1424
E1426,デスクトップルーペ1.8x 35x50mm,확대경1.8x 35x50mm,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,155000,KRW,,,E1426_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E1426
E1436,デスクトップルーペ2.2x 33x64mm,확대경2.2x 33x64mm,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,187700,KRW,,,E1436_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E1436
E143830,メナスルクス3x,3x,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,240700,KRW,,,E143830_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E143830
E1511001,モベース 3x 3.5x 4x,베이스 3x 3.5x 4x,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,30600,KRW,,,E1511001_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E1511001
E1511002,モベース 5x 6x,베이스 5x 6x,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,30600,KRW,,,E1511002_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E1511002
E1511003,モベース 7x,베이스 7x,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,30600,KRW,,,E1511003_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E1511003
E1511004,モベース 10x 12.5x,베이스 10x 12.5x,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,30600,KRW,,,E1511004_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=E1511004
