"品番","商品名_JA","current_pack_qty","catalog_pack_qty","pack_status","catalog_pages","evidence","notes"
"951-687B","±OSハイブリッドロックW(300本入)","300本","","no_catalog_evidence","","",""
"951-687S","±OSハイブリッドロックW(50本入)","50本","","no_catalog_evidence","","",""
"951-688","±OSハイブリッドロックW1.4×3.6","10本","10本","ok","カタログP.120,121","PDF抽出メモ:品番直近=10本 [No.951-688 OS ハイブリッドロックＷ 1.4×2.4 OS ハイブリッドロックＷ 1.4×2.8 OS ハイブリッドロックＷ 1.4×3.2 OS ハイブリッドロックＷ 1.4×3.6 10本 10本 10本] || 既存入数抽出メモ:PDF抽出メモ=10本 [10本] || pack_quantity_fill_report:PDF抽出メモ=10本 [10本]",""
"951-688A","±OSハイブリッドロックW(100本入)","100本","","no_catalog_evidence","","",""
"951-688B","±OSハイブリッドロックW(300本入)","300本","","no_catalog_evidence","","",""
"951-688S","±OSハイブリッドロックW(50本入)","50本","","no_catalog_evidence","","",""
"951-689","±OSハイブリッドロックW1.4×4.0","10本","10本","ok","カタログP.120,121","PDF抽出メモ:品番直近=10本 [1.4×3.6 10本 10本 10本 10本] || 既存入数抽出メモ:PDF抽出メモ=10本 [10本] || pack_quantity_fill_report:PDF抽出メモ=10本 [10本]",""
"951-689A","±OSハイブリッドロックW(100本入)","100本","","no_catalog_evidence","","",""
"951-689B","±OSハイブリッドロックW(300本入)","300本","","no_catalog_evidence","","",""
"951-689S","±OSハイブリッドロックW(50本入)","50本","","no_catalog_evidence","","",""
"952","メガネのくもり止めクロス3枚入","3枚","ambiguous: 1 枚 / 25 本 / 3 枚 / 20 個","ambiguous","カタログP.171","PDF抽出メモ:品番直近=1 枚 [No.952 メガネのくもり止めクロス くり返し使えるドライタイプのくもり止めクロス ル ー ペ 簡易老眼鏡 ドライタイプで臭いがせず、拭きスジが残りません。 1 枚でメガネ25 本分使えるクロスが 3 枚入り。 ● チャ ック付きの袋に収納することで、再使用できます。 ● シートサイズは100×75㎜で携帯にも便利。 ● クラッチグラス (眼 瞼 下 垂 サ ポ ート) ●] || PDF抽出メモ:品番直近=25 本 [No.952 メガネのくもり止めクロス くり返し使えるドライタイプのくもり止めクロス ル ー ペ 簡易老眼鏡 ドライタイプで臭いがせず、拭きスジが残りません。 1 枚でメガネ25 本分使えるクロスが 3 枚入り。 ● チャ ック付きの袋に収納することで、再使用できます。 ● シートサイズは100×75㎜で携帯にも便利。 ● クラッチグラス (眼 瞼 下 垂 サ ポ ート) ●] || PDF抽出メモ:品番直近=3 枚 [No.952 メガネのくもり止めクロス くり返し使えるドライタイプのくもり止めクロス ル ー ペ 簡易老眼鏡 ドライタイプで臭いがせず、拭きスジが残りません。 1 枚でメガネ25 本分使えるクロスが 3 枚入り。 ● チャ ック付きの袋に収納することで、再使用できます。 ● シートサイズは100×75㎜で携帯にも便利。 ● クラッチグラス (眼 瞼 下 垂 サ ポ ート) ●] || PDF抽出メモ:品番直近=20 個 [聴器 集音器 関 連 クリップオン オーバーグラス ※ 20 個単位で ディスプレイ 小箱付きに なります。]","複数候補あり: 1 枚 / 25 本 / 3 枚 / 20 個"
"953","丁番座金ホルダー","","ambiguous","ambiguous","カタログP.130,236","",""
"956-L","セルシールMミニ L 2.5mm 10組","10組","ambiguous","ambiguous","カタログP.154","",""
"956-LL","セルシ-ルMミニ LL 3.0mm 10組","10組","ambiguous","ambiguous","カタログP.154","",""
"956-M","セルシールMミニ M 1.8mm 10組","10組","ambiguous","ambiguous","カタログP.154","",""
"957-695","±OSハイブリッドロックG1.4×2.4","9本","9本","ok","カタログP.120,121","PDF抽出メモ:品番直近=9本 [No.957-695 ± ○ G 1.4 2.4 2.0 3.0 9本 ー ー] || 既存入数抽出メモ:PDF抽出メモ=9本 [9本] || pack_quantity_fill_report:PDF抽出メモ=9本 [9本]",""
"957-696","±OSハイブリッドロックG1.4×2.8","9本","9本","ok","カタログP.120,121","PDF抽出メモ:品番直近=9本 [No.957-696 ± ○ G 1.4 2. 8 2.0 3.4 9本 ー ー] || 既存入数抽出メモ:PDF抽出メモ=9本 [9本] || pack_quantity_fill_report:PDF抽出メモ=9本 [9本]",""
"957-697","±OSハイブリッドロックG1.4×3.2","9本","ambiguous: 9本 / 10本","ambiguous","カタログP.120,121","PDF抽出メモ:品番直近=9本 [No.957-697 ± ○ G 1.4 3. 2 2.0 3. 8 9本 ー ー] || PDF抽出メモ:品番直近=10本 [.957-697 No.957-698 10本] || 既存入数抽出メモ:PDF抽出メモ=9本 [9本] || pack_quantity_fill_report:PDF抽出メモ=9本 [9本]","複数候補あり: 9本 / 10本"
"957-698","±OSハイブリッドロックG1.4×3.6","9本","ambiguous: 10本 / 9本","ambiguous","カタログP.120,121","PDF抽出メモ:品番直近=10本 [No.957-698 10本] || PDF抽出メモ:品番直近=9本 [No.957-698 ± ○ G 1.4 3.6 2.0 4. 2 9本 ー ー] || 既存入数抽出メモ:PDF抽出メモ=9本 [9本] || pack_quantity_fill_report:PDF抽出メモ=9本 [9本]","複数候補あり: 10本 / 9本"
"957-699","±OSハイブリッドロックG1.4×4.0","9本","9本","ok","カタログP.120,121","PDF抽出メモ:品番直近=9本 [No.957-699 OS ハイブリッドロックG 1.4×2.4 OS ハイブリッドロックG 1.4×2.8 OS ハイブリッドロックG 1.4×3.2 OS ハイブリッドロックG 1.4×3.6 OS ハイブリッドロックG 1.4×4.0 9本 9本] || 既存入数抽出メモ:PDF抽出メモ=9本 [9本] || pack_quantity_fill_report:PDF抽出メモ=9本 [9本]",""
"958-701-P","高級シートモダン丸芯1.5×70 ピンク","","","no_catalog_evidence","","",""
"958-701-PL","高級シートモダン丸芯1.5×70 プラム","","","no_catalog_evidence","","",""
"958-701-WN","高級シートモダン丸芯1.5×70 ワイン","","","no_catalog_evidence","","",""
"959","眼鏡測定器","","ambiguous","ambiguous","カタログP.250","",""
"961","石原色覚検査表IIコンサイス版","","ambiguous: 14枚 / 10枚 / 4枚","ambiguous","カタログP.273","PDF抽出メモ:品番直近=14枚 [No.961 石原色覚検査表Ⅱコンサイス版 ● 14枚（数字：10枚、 ランドルト環：4枚）、 ケース入 石原色覚検査表及び新色覚異常検査表の中から、 検査能力に優れた検査表を基に編纂した色覚検査表です。 Eye Test Plate 240N2000 一般医療機器 届出番号 13B2X00206000005 POP ラッピング] || PDF抽出メモ:品番直近=10枚 [No.961 石原色覚検査表Ⅱコンサイス版 ● 14枚（数字：10枚、 ランドルト環：4枚）、 ケース入 石原色覚検査表及び新色覚異常検査表の中から、 検査能力に優れた検査表を基に編纂した色覚検査表です。 Eye Test Plate 240N2000 一般医療機器 届出番号 13B2X00206000005 POP ラッピング] || PDF抽出メモ:品番直近=4枚 [No.961 石原色覚検査表Ⅱコンサイス版 ● 14枚（数字：10枚、 ランドルト環：4枚）、 ケース入 石原色覚検査表及び新色覚異常検査表の中から、 検査能力に優れた検査表を基に編纂した色覚検査表です。 Eye Test Plate 240N2000 一般医療機器 届出番号 13B2X00206000005 POP ラッピング]","複数候補あり: 14枚 / 10枚 / 4枚"
"962-EX","フロロカーボンテグス 0.5mmナイロールフレーム用 トーメイ","","ambiguous","ambiguous","カタログP.136","",""
"963","メガネのくもり止め濃密ジェル","","ambiguous: 1 本 / 10 本","ambiguous","カタログP.172","PDF抽出メモ:品番直近=1 本 [No.963 メガネのくもり止め 濃密ジェル 乾燥不要！塗りこむだけで即強力くもり止め効果を発揮。 ジェルタイプのくもり止め成分が被膜を形成。高いくもり止め効果と、耐久性を発揮します。 １回の使用量の目安は米粒大（直径 5㎜程度）で長持ちします。 ● 1 本で約 100 回分 （10g 入り） ● ● 視力測定 加 工 加工備品 消 耗 品 ショップ アイテム POP] || PDF抽出メモ:品番直近=10 本 [No.963-10 1 セット：10 本入 台紙サイズ： H470×W100×D95㎜ ※仕様・デザインが変更する 場合があります。]","複数候補あり: 1 本 / 10 本"
"963-10","メガネのくもり止め濃密ジェル台紙セット(10コ入り)","","ambiguous: 10 本 / 1本","ambiguous","カタログP.172","PDF抽出メモ:品番直近=10 本 [No.963-10 1 セット：10 本入 台紙サイズ： H470×W100×D95㎜ ※仕様・デザインが変更する 場合があります。] || PDF抽出メモ:品番直近=1本 [番 出荷単位 || 参考価格 880 円 ( 税込 ) ※小売価格オープン 品 番 出荷単位 1本 10 本]","複数候補あり: 10 本 / 1本"
"964","ヤットコ","","ambiguous","ambiguous","カタログP.213","",""
"964-1","No.964ヤットコ先プラスチック","","","no_catalog_evidence","","",""
"965","丁番座金パーツセット7種","","ambiguous","ambiguous","カタログP.129,130,236","",""
"965G","丁番座金パーツセット8種(グラファイト)","10ヶ","10ヶ","ok","カタログP.128","既存入数抽出メモ:PDF抽出メモ=10ヶ [10ヶ] || pack_quantity_fill_report:PDF抽出メモ=10ヶ [10ヶ]",""
"965N","丁番座金パーツセット8種","","ambiguous","ambiguous","カタログP.129","",""
"967","丁番座金メンテナンスKit","","ambiguous","ambiguous","カタログP.130,236","",""
"968","ヤットコ","","ambiguous","ambiguous","カタログP.204","",""
"969","ヤットコ","","ambiguous","ambiguous","カタログP.204,246","",""
"970","ヤットコ","","ambiguous","ambiguous","カタログP.205","",""
"970-1","No.970ヤットコ先プラスチック","","","no_catalog_evidence","","",""
"971-P","ヤットコ(プレミアムライン)","","ambiguous","ambiguous","カタログP.218","",""
"974-A","レンズ保護テープ 粘着強力(10シート、100ヶ入)","100ヶ","100 ケ","ok","カタログP.324","PDF抽出メモ:品番直近=100 ケ [No.974-A 10シート、100 ケ入り 240N3312]",""
"974-B","レンズ保護テープ 粘着強力(1ロール、1000ヶ入)","1000ヶ","ambiguous: 1,000 ケ / 100 ケ","ambiguous","カタログP.324","PDF抽出メモ:品番直近=1,000 ケ [No.974-B 1 ロール、1,000 ケ入り 240N27600 原寸大 0.087㎜ パーツ カスタマイズ Lens Protective Tape レンズ保護テープ(ロールタイプ) 玉摺機加工の際に削り粉などからレンズを保護します。 印字が読みやすくレンズメーターで度数を測れる透明タイプ。 ● 印点を打ってもインクをはじきません。] || PDF抽出メモ:品番直近=100 ケ [0.07㎜ 厚 厚 No.974-A 10シート、100 ケ入り 240N3312]","複数候補あり: 1,000 ケ / 100 ケ"
"975-A","パーツケース(分割型)小","1ヶ","1ヶ","ok","カタログP.134","PDF抽出メモ:品番直近=1ヶ [No.975-A （小） （外寸）巾 25×高さ21.5×奥行 31.5㎜ 1ヶ 240N92] || 既存入数抽出メモ:PDF抽出メモ=1ヶ [1ヶ] || pack_quantity_fill_report:PDF抽出メモ=1ヶ [1ヶ]",""
"975-A20","パーツケース(分割型)小お徳用","1ヶ","1ヶ","ok","カタログP.134","PDF抽出メモ:品番直近=1ヶ [No.975-A20 （外寸）巾125×高さ21.5×奥行126㎜ 1ヶ 240N1794 1 サービス パック 2 シリコン パ ット ハ ード パ ット パ ット セ ット 鼻 盛 パ ット] || 既存入数抽出メモ:PDF抽出メモ=1ヶ [1ヶ] || pack_quantity_fill_report:PDF抽出メモ=1ヶ [1ヶ]",""
"975-B","パーツケース(分割型)中","1ヶ","1ヶ","ok","カタログP.134","PDF抽出メモ:品番直近=1ヶ [No.975-B （中） （外寸）巾75×高さ21.5×奥行31.5㎜ 1ヶ 240N161] || 既存入数抽出メモ:PDF抽出メモ=1ヶ [1ヶ] || pack_quantity_fill_report:PDF抽出メモ=1ヶ [1ヶ]",""
"975-C","パーツケース(分割型)大","1ヶ","1ヶ","ok","カタログP.134","PDF抽出メモ:品番直近=1ヶ [No.975-C （大） （外寸）巾75×高さ21.5×奥行63㎜ 1ヶ 240N207 組立例] || 既存入数抽出メモ:PDF抽出メモ=1ヶ [1ヶ] || pack_quantity_fill_report:PDF抽出メモ=1ヶ [1ヶ]",""
"976","アンチーフォグ アルファ くもり止め 24個入","24個","1 本","corrected_candidate","カタログP.172","PDF抽出メモ:品番直近=1 本 [No.976 アンチ-フォグ アルファ くもり止め クリーニングとくもり止めが同時に行える万能タイプ くもり 止 め 石油系溶剤不使用で、メガネにやさしいくもり止めです。 レンズ左右両面に1 滴ずつ塗布して塗り伸ばすだけでOK。 ● 1 本で約 70 回分使えます。 ● ● クロス 眼鏡バンド・ フレー ム ・ケース コーティング 液 ル ー ペ 簡易老眼鏡]","currentとカタログ候補が不一致"
"976-A","アンチーフォグ アルファ くもり止め 単品","1本","ambiguous: 1 本 / 24 個 / 1本","ambiguous","カタログP.172","PDF抽出メモ:品番直近=1 本 [No.976-A 単品 1 本入 1 本容量 10g 小売価格 ¥770（税込） 品 番] || PDF抽出メモ:品番直近=24 個 [オーバーグラス No.976 グラスチェーン 96 ディスプレイ箱入 1 セット：24 個入] || 既存入数抽出メモ:PDF抽出メモ=1本 [1本入] || pack_quantity_fill_report:PDF抽出メモ=1本 [1本入]","複数候補あり: 1 本 / 24 個 / 1本"
"977-B","ツールゴムコーティング(青)","","ambiguous","ambiguous","カタログP.195","",""
"977-BK","ツールゴムコーティング(黒)","","ambiguous","ambiguous","カタログP.195","",""
"977-RE","ツールゴムコーティング(赤)","","ambiguous","ambiguous","カタログP.195","",""
"978","+茶頭ドライバー(1.5mm)","","ambiguous","ambiguous","カタログP.227","",""
"978G","+茶頭ドライバー(1.5mm)グリップ付","","ambiguous","ambiguous","カタログP.227","",""
"978M","(+)茶頭ドライバ-MINI1.5mm","","ambiguous","ambiguous","カタログP.227","",""
"978MG","(+)茶頭ドライバ-MINI1.5mm グリップ付","","ambiguous","ambiguous","カタログP.227","",""
"979","太目ネジセットW","10本","10本","ok","カタログP.118","PDF抽出メモ:品番直近=10本 [No.979 太目ネジセットW 240N299 各種10本入 240N1850] || 既存入数抽出メモ:PDF抽出メモ=10本 [10本] || pack_quantity_fill_report:PDF抽出メモ=10本 [10本]",""
"979-716","太目ネジW 1.42×2.3","10本","10本","ok","カタログP.118","PDF抽出メモ:品番直近=10本 [No.979-716 10本 10本 素材 品 番] || 既存入数抽出メモ:PDF抽出メモ=10本 [10本] || pack_quantity_fill_report:PDF抽出メモ=10本 [10本]",""
"979-717","太目ネジW 1.42×2.5","10本","10本","ok","カタログP.118","既存入数抽出メモ:PDF抽出メモ=10本 [10本] || pack_quantity_fill_report:PDF抽出メモ=10本 [10本]",""
"979-718","太目ネジW 1.42×2.8","10本","10本","ok","カタログP.118","PDF抽出メモ:品番直近=10本 [No.979-718 太目ネジ W 1.42×2.5 太目ネジ W 1.42×2.8 加工備品 消 耗 品 ショップ アイテム POP ラッピング 10本 10本] || 既存入数抽出メモ:PDF抽出メモ=10本 [10本] || pack_quantity_fill_report:PDF抽出メモ=10本 [10本]",""
"979-719","太目ネジW 1.42×3.0","10本","10本","ok","カタログP.118","PDF抽出メモ:品番直近=10本 [No.979-719 10本] || 既存入数抽出メモ:PDF抽出メモ=10本 [10本] || pack_quantity_fill_report:PDF抽出メモ=10本 [10本]",""
"979-720","太目ネジW 1.42×3.3","10本","10本","ok","カタログP.118","PDF抽出メモ:品番直近=10本 [ラッピング 10本 10本 No.979-719 10本] || 既存入数抽出メモ:PDF抽出メモ=10本 [10本] || pack_quantity_fill_report:PDF抽出メモ=10本 [10本]",""
"979-721","太目ネジW 1.42×4.5","10本","ambiguous: 15本 / 10本","ambiguous","カタログP.118","PDF抽出メモ:品番直近=15本 [リコン樹脂を施している為、高いゆるみ止め効果も発揮します。 15本 βチタンネジ W 1.4×2.5 2.9] || 既存入数抽出メモ:PDF抽出メモ=10本 [10本] || pack_quantity_fill_report:PDF抽出メモ=10本 [10本]","複数候補あり: 15本 / 10本"
"980","グリップペースト","","ambiguous","ambiguous","カタログP.289","",""
"982","ヤットコ","","ambiguous","ambiguous","カタログP.201","",""
"983","ワンタッチパットはずし","","ambiguous","ambiguous","カタログP.237","",""
"984","鼻盛シミュレーションセット","","ambiguous","ambiguous","カタログP.106","",""
"985","氷結ネジ抜きスプレー","","ambiguous","ambiguous","カタログP.289","",""
"986-A","ワイドカップ強力テープ NIDEK(100枚入)","100枚","ambiguous","ambiguous","カタログP.330","",""
"986-B","ワイドカップ強力テープ NIDEK(100枚入×10袋)","100枚","100 枚","ok","カタログP.330","PDF抽出メモ:品番直近=100 枚 [No.986-B ワイドカップ 強力テープ 100 枚 / 袋 240N2500 厚]",""
"986-C","ワイドカップ強力テープ (1000枚/ロール)","1000枚","ambiguous: 1,000 枚 / 100 枚","ambiguous","カタログP.330","PDF抽出メモ:品番直近=1,000 枚 [No.986-C ワイドカップ 強力テープ 1,000 枚 / 箱 240N24000 ワイドカップ 強力テープ 1,000 枚 /ロール 240N24000 レンズ加工用保護シール] || PDF抽出メモ:品番直近=100 枚 [フィルム台紙 No.986-B ワイドカップ 強力テープ 100 枚 / 袋 240N2500 厚]","複数候補あり: 1,000 枚 / 100 枚"
"988","ヤットコ","","ambiguous","ambiguous","カタログP.202","",""
"989","眼鏡バフモーター","","ambiguous","ambiguous","カタログP.295,298","",""
"990","泡トリン 消臭プラス","","ambiguous","ambiguous","カタログP.329","",""
"991","石原式色覚異常検査表(コンサイス版)英訳","","ambiguous","ambiguous","カタログP.273","",""
"992","UV380/400/420チェッカー","","ambiguous","ambiguous","カタログP.254","",""
"993-A","ハイルック プチスリム(くもり止め)10本入","10本","ambiguous: 1 本 / 10 本","ambiguous","カタログP.173","PDF抽出メモ:品番直近=1 本 [No.993-A ハイルック プチスリム（くもり止め） ロングセラー製品『ハイルック』 のスリムタイプのくもり止め 液だれしにくいムースタイプ。 1 本で約 50 回分使えます。 ● サングラス、 花粉グラス、PCメガネ、 ヘルメットのシールドなどにも使用可能。 ● マルチコート ・撥水コートなどの コーティングレンズもOK！ ● ● ) クリーナー] || PDF抽出メモ:品番直近=10 本 [No.993-A 1 セット：10 本入 1 本容量 17ml 小売価格オープン 本体容器 高さ：110㎜ 品 番]","複数候補あり: 1 本 / 10 本"
"994-A","ハイルック プチスリム(よごれ落とし)10本入","10本","ambiguous: 1 本 / 10 本","ambiguous","カタログP.168","PDF抽出メモ:品番直近=1 本 [No.994-A ハイルック プチスリム ロングセラー製品『ハイルック』 のスリムタイプクリーナー 1 本で約 50 回分使えます。 チリやほこりなどの付着を防止効果付。 ● スマホやゲーム機など、 液晶にも お使いいただけます。 ● ● クリーナー] || PDF抽出メモ:品番直近=10 本 [No.994-A くもり 止 め 1 セット：10 本入 1 本容量 17ml]","複数候補あり: 1 本 / 10 本"
"995","ARパッド","1ペア","ambiguous: 1ペア / 9 ペア / 50 ペア","ambiguous","カタログP.158","PDF抽出メモ:品番直近=1ペア [No.995 ARパッド 販売用 パット他 エチレン系エラストマーを使用 し、耐久性、耐薬品製に優れ、医 療品にも使用されており、肌に も優しいパットです。 （食品衛生法合格） 今までにないクッション機能により快適な装用感！ 小売価格1ペア ￥924 （税込） このスキマが クッション性を生む！ 独自の折りたたみ構造で抜群の] || PDF抽出メモ:品番直近=9 ペア [No.995 AR パッド 1 箱 9 ペア入 ※パッケージ入り 240N3150 〈使用例〉 快適素材 「エチレン系エラストマー」 採用！] || PDF抽出メモ:品番直近=50 ペア [No.995-A AR パッド お徳用 1 袋 50 ペア入] || 既存入数抽出メモ:PDF抽出メモ=1ペア [1ペア] || pack_quantity_fill_report:PDF抽出メモ=1ペア [1ペア]","複数候補あり: 1ペア / 9 ペア / 50 ペア"
"995-A","ARパッド お徳用(50ペア)","50ペア","50 ペア","ok","カタログP.158","PDF抽出メモ:品番直近=50 ペア [No.995-A AR パッド お徳用 1 袋 50 ペア入 ※パッケージなし 240N8360 長さ14mm ネジ穴径：1.1mm パーツ Nose Pad カスタマイズ]",""
"996","ヤットコ","","ambiguous","ambiguous","カタログP.207","",""
"996-1","No.996ヤットコ先プラスチック(1組中1ヶ分)","1組","","no_catalog_evidence","","",""
"997","ヤットコ","","16 ケ","missing_candidate","カタログP.203","PDF抽出メモ:品番直近=16 ケ [No.997部品 A 先プラスチック（16 ケ入） 240N288 工 具 セ ット ネジ頭とネジの先を挟んで調整。パット本体に負担をかけません。 ※手作業で製造しているため、寸法・形状・色味は個体差があります。また、図面形状はイメージです。正確な形状とは異なります。 ※写真と実物は、見た目が若干異なります。 ※ 左のロゴが掲載されているのはドイツに本拠を置くB&S社の製品です。サンニシムラのヤットコと様式は異なる為、ご注意ください。 ツール バッグ 127]",""
"997-A","No.997 ヤットコ先プラスチック","","","no_catalog_evidence","","",""
"998","メガネのクリーナー 快速ジェル","","ambiguous: 1 本 / 998 本","ambiguous","カタログP.169","PDF抽出メモ:品番直近=1 本 [No.998 メガネのクリーナー 快速ジェル 飛び散らない！垂れにくい！快速お手入れクリーナー クリーニング＋除菌効果付。1 本でメガネを簡単にお手 入れできます。※全ての菌を除菌するわけではありません。 ● ジェルタイプなので液だれの心配はあり ません。 拭きスジも残りにくく、拭きすぎによる傷も防止します。 ● 使用回数は約 100 回分。 レンズ片面あたり約 1 滴で OKです。 ● スマホやゲーム機など、 液晶にもお使いいただけます。 ● 販 売 工] || PDF抽出メモ:品番直近=998 本 [No.998 本体容器 高さ：90㎜ 品 番]","複数候補あり: 1 本 / 998 本"
"1002","ウルテムきしみ止め","","ambiguous","ambiguous","カタログP.336","",""
"1003","グリップゴムシート","1枚","1枚","ok","カタログP.195","既存入数抽出メモ:PDF抽出メモ=1枚 [1枚入] || pack_quantity_fill_report:PDF抽出メモ=1枚 [1枚入]",""
"1004","超音波洗浄器 (1漕式)","","ambiguous","ambiguous","カタログP.316","",""
"1004-A","超音波洗浄器用架台","","ambiguous","ambiguous","カタログP.316","",""
"1005","サン消泡剤S","","ambiguous","ambiguous","カタログP.328","",""
"1006","マルチヤットコ","","ambiguous","ambiguous","カタログP.203,246","",""
"1007","水性カラーリペアセット(マット)","","1 本","missing_candidate","カタログP.292","PDF抽出メモ:品番直近=1 本 [No.1007 単品 マットタイプ 各 1 本]",""
"1007-A","水性カラーリペア(ブラウン)マット","","1 本","missing_candidate","カタログP.292","PDF抽出メモ:品番直近=1 本 [すぐに使用可能。 エッシェン バッハ カラーリペア No.1007 単品 マットタイプ 各 1 本]",""
"1007-B","水性カラーリペア(ダークブラウン)マット","","ambiguous","ambiguous","カタログP.292","",""
"1007-C","水性カラーリペア(グレー)マット","","ambiguous","ambiguous","カタログP.292","",""
"1007-D","水性カラーリペア(ダークグレー)マット","","ambiguous","ambiguous","カタログP.292","",""
"1007-E","水性カラーリペア(ブルー)マット","","ambiguous","ambiguous","カタログP.292","",""
"1007-F","水性カラーリペア(ピンク)マット","","ambiguous","ambiguous","カタログP.292","",""
"1007-G","水性カラーリペア(レッド)マット","","ambiguous","ambiguous","カタログP.292","",""
"1007-H","水性カラーリペア(艶出し)","","ambiguous","ambiguous","カタログP.292","",""
"1007-J","水性カラーリペア(ゴールド)つやあり","","1本","missing_candidate","カタログP.292","PDF抽出メモ:品番直近=1本 [No.1007-J ゴールド 各1本 240N1725]",""
"1007-L","水性カラーリペア(ピンクゴールド)つやあり","","1本","missing_candidate","カタログP.292","PDF抽出メモ:品番直近=1本 [グレー No.1007-J ゴールド 各1本 240N1725]",""
"1007-M","水性カラーリペア(ブラック)つやあり","","ambiguous","ambiguous","カタログP.292","",""
"1007-N","水性カラーリペア(グレー)つやあり","","ambiguous","ambiguous","カタログP.292","",""
"1007-O","水性カラーリペア(レッドブラウン)つやあり","","10 本","missing_candidate","カタログP.292","PDF抽出メモ:品番直近=10 本 [No.1007-O レッドブラウン ハケ 10 本入 240N700]",""
"1007-P","水性カラーリペア(クリアブラウン)つやあり","","10 本","missing_candidate","カタログP.292","PDF抽出メモ:品番直近=10 本 [ワインレッド No.1007-O レッドブラウン ハケ 10 本入 240N700]",""
"1007-Q","水性カラーリペア(チョコレート)マット","10本","10本","ok","カタログP.292","既存入数抽出メモ:PDF抽出メモ=10本 [10本入] || pack_quantity_fill_report:PDF抽出メモ=10本 [10本入]",""
"1007-R","水性カラーリペア(ワインレッド)マット","10本","10本","ok","カタログP.292","既存入数抽出メモ:PDF抽出メモ=10本 [10本入] || pack_quantity_fill_report:PDF抽出メモ=10本 [10本入]",""
"1007-S","水性カラーリペア(艶消し)","","ambiguous","ambiguous","カタログP.292","",""
"1007-Z","ハケのみ(10本入り) 748兼用","10本","ambiguous","ambiguous","カタログP.292","",""
"1008","タッチパネルプリンター","","ambiguous","ambiguous","カタログP.350","",""
"1008-A","タッチパネルプリンター専用インク 黒","","ambiguous","ambiguous","カタログP.350","",""
"1008-B","タッチパネルプリンター専用インク 赤","","ambiguous","ambiguous","カタログP.350","",""
"1008-C","タッチパネルプリンター専用インク 青","","ambiguous","ambiguous","カタログP.350","",""
"1009","深視力検査器","","ambiguous","ambiguous","カタログP.274","",""
"1010","省スペース吸塵バフモーター","","ambiguous","ambiguous","カタログP.295,298","",""
"1010-A","フィルタースポンジ","","ambiguous","ambiguous","カタログP.295","",""
"1010-B","ワンタッチソケット","","ambiguous","ambiguous","カタログP.295","",""
"1011","利き目棒","","ambiguous","ambiguous","カタログP.272","",""
"1012","(+)水頭ドライバ-(小)1.8mm","","ambiguous","ambiguous","カタログP.227","",""
"1012G","(+)水頭ドライバ-(小)1.8mm(グリップ付)","","ambiguous","ambiguous","カタログP.227","",""
"1012M","(+)水頭ドライバ-MINI(小)1.8mm","","ambiguous","ambiguous","カタログP.227","",""
"1012MG","(+)水頭ドライバ-MINI(小)1.8mmグリップ付","","ambiguous","ambiguous","カタログP.227","",""
"1013","ナイロール面とりヤスリ(三角)","6本","6本","ok","カタログP.242","既存入数抽出メモ:PDF抽出メモ=6本 [6本入] || pack_quantity_fill_report:PDF抽出メモ=6本 [6本入]",""
"1014","ナイロール溝掘糸ヤスリ","","ambiguous","ambiguous","カタログP.242","",""
"1015-M","メガネパッケージケースM 5枚入","5枚","5 枚","ok","カタログP.176","PDF抽出メモ:品番直近=5 枚 [ス （素材）ポリプロピレン サ イ ズ 出荷単位 5 枚入 13.5×6.5×3㎝ 5 枚入 14×7×3㎝]",""
"1015-S","メガネパッケージケースS 5枚入","5枚","ambiguous: 1本 / 1ケ","ambiguous","カタログP.176","PDF抽出メモ:品番直近=1本 [No.1015-S·M メガネパッケージケース 1本 小売価格 ￥760（税込） 品 番] || PDF抽出メモ:品番直近=1ケ [No.1015-S N コード 240N800 240N800 素材 内貼り 重量 外形寸法 PVCレザー ブラック（アクリル、 ナイロン系合成繊維） 品 番 出荷単位 N コード 1ケ 240N113]","複数候補あり: 1本 / 1ケ"
"1016-A","ナノコートスターター基本セット(ハードケース)","","","no_catalog_evidence","","",""
"1016-B5","ナノコート溶剤(5cc)","","","no_catalog_evidence","","",""
"1016-B10","ナノコート溶剤(10cc)","","","no_catalog_evidence","","",""
"1016-C","コーティングスポンジ 1ヶ","1ヶ","","no_catalog_evidence","","",""
"1016-D","専用クリーナー","","","no_catalog_evidence","","",""
"1016-E","専用水","","","no_catalog_evidence","","",""
"1020","ワンタッチ式マスクバンド","","1本","missing_candidate","カタログP.177","PDF抽出メモ:品番直近=1本 [No.1020 出荷単位 N コード 1本 240N570 101 パーツ カスタマイズ 販 売 工 具 幼児用メガネフレーム BIBA]",""
"1021","サンメガ除菌PHMB","","100 枚","missing_candidate","カタログP.349","PDF抽出メモ:品番直近=100 枚 [100 枚入り 240N2300 在庫限り パーツ カスタマイズ]",""
"1021-A","サンメガ除菌PHMB ハンディスプレー3本入","3本","","no_catalog_evidence","","",""
"1023","ネジとーる(+)","1本","1本","ok","カタログP.234,289","既存入数抽出メモ:PDF抽出メモ=1本 [1本] || pack_quantity_fill_report:PDF抽出メモ=1本 [1本]",""
